,name,price,comment,data_person,likes,dislikes
60,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",هرجا رفتیم هرکی ی نوت ردمی نوت 8خریده اومده نظر داده که گوشی شیائومی بهتره.باشه آقا گوشی شما بهترین گوشی دنیاس.من y9 prime رو با نوت هشت از نزدیک مقایسه کردم و واقعا y9 سرتره و اینو خریدم,"حمیدرضا باغشاهی
خریدار
در تاریخ ۱۶ بهمن ۱۳۹۸",۱۲,۲
61,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",من این گوشی رو چهار روز پیش و توی پیشنهاد ویژه جمعه گرفتم قبلش mi9t مد نظرم بود مرتب چک می کردم که قیمتش یکم تعدیل بشه ولی نشد تا این گوشی رو با اون قیمت وسوسه کننده اش توی آف دیدم و بعد از اون شروع کردم به تحقیق راجبش بلاخره بعد از کلی مطالعه و دیدن فیلم توی یوتیوب و جاهای دیگه مجاب شدم که این گوشی می تونه با این قیمت من رو راضی کنه که همینطورم شد,"علی رمضانی
خریدار
در تاریخ ۱۵ بهمن ۱۳۹۸",۶,۱
62,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",با این قیمت میشه شیائومی نوت ۸ رو خریداری کرد,"سریه اسماعیل پور
در تاریخ ۱۵ بهمن ۱۳۹۸",۰,۱۴
63,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","خیلی عالی و زیباست.....
شک نکن بهترین انتخابه...
طرفداراش لایک کنن","کاربر مهمان
در تاریخ ۱۵ بهمن ۱۳۹۸",۲۹,۲
64,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",گوشی خوبیه من‌ یه ماهی هست دارمش همه ی بازی هارو روان اجرا میکنه نمایشگر ش هم بزرگه حافظشم زیاده تنها ایرادش دوربین پشتشه که کمی منو ناامید کرده,"کاربر مهمان
در تاریخ ۱۵ بهمن ۱۳۹۸",۸,۲
65,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",البته p30 lite هم مثل همینه فقط دوربینش ۲۵ ولی اون باتریش خیلی ضعیف تر از اینه ولی من اینو پیشنهاد میکنم p30 lite باتریش 3340 ولی y9 prime 4000,"علیرضا علوی
در تاریخ ۱۵ بهمن ۱۳۹۸",۷,۱
66,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",توی این رنج قیمت گوشی فوقالعاده ای است ، بسیار شیک و ال سی دی تمام صفحه و بدون بریدگی دارد ، دوربین سلفی منحصر بفرد و جالبی داره حافظه مناسب و اثر انگشت سریعی داره و در کسری از ثانیه قفل گوشی باز میشه و پیشنهاد میکنم بخرید.,"فرهاد هورشاد
خریدار
در تاریخ ۱۵ بهمن ۱۳۹۸",۹,۰
67,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",اینکه امکان فست شارژ نداره ناراحتتون نمیکنه. بالاخره تو هر گوشی ی ایرادی میزارن,"سعید محمدی
در تاریخ ۱۵ بهمن ۱۳۹۸",۵,۱
68,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",من قبل از این با همین شماره خیلی از دیجی کالا خرید کردم ولی هیچکدومش در لیست خریدهام نیست,"امیر عبدالکریمی
خریدار
در تاریخ ۱۵ بهمن ۱۳۹۸",۳,۰
69,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","همه چی عالی
چیز منفی ندیدم","محمود ذبیحی خرق
خریدار
در تاریخ ۱۵ بهمن ۱۳۹۸",۷,۱
70,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","سلام من ۳ روز که خریدمش و قبلا هم نوا 2پلاس خریده بودم از دیجی کالا. خیلی راضی هستم.بخصوص که در اف جمعه دیجی کالا خریدم و الان 200 ت هم گرونتر شده بعد ۳ روز.
از لحاظ امکانات هم خیلی خوبه وضوح تصویرش هم عالیه .از هرلحاظ پیشنهادش میکنم.و یه قاب ژله ای ساده هم همراهش بود.من همیشه با اطمینان کامل از دیجی کالا خرید میکنم و به دوستانم هم پیشنهادش میدم مرسی از گروه خوب دیجی کالا .","فرنوش مسرور
خریدار
در تاریخ ۱۵ بهمن ۱۳۹۸",۸,۲
71,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",با این قیمت توی هواوی بهترین انتخابه,"محمد بیابانگرد
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۸,۰
72,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",من خیلی وقته که بین خرید a50s و هوآوی y9 پرایم موندم اگر نظر شما a50s هست لایک رو بزنید و اگر نظرتون y9 برایم بود نظر منفی رو بزنید,"عرفان تیمورخانی
در تاریخ ۱۴ بهمن ۱۳۹۸",۲۸,۹۸
73,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",خوش دست کارایی بالا قیمت مناسب دوربین خوب,"سید ارمین میرزاقوامی
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۱۳,۴
74,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","بین این y9 prime 2019 و redmi note 8 شیائومی شک داشتم (و البته چند مورد دیگه! که آخرش بعد از بررسی از نزدیک، به این دو تا رسیدم). دوربین شیائومی کمی بهتره (فقط کمی! نه در حد فرقِ 48 و 16!) ولی رنگ های دوربینش خیلی طبیعی نیست و فانتزیه. از نظر زیبایی ظاهری، صفحه این قشنگ تره (چون دوربین جلو بخشی از صفحه رو نگرفته، خیلی قشنگ شده). ولی رنگِ آبیِ شیائومی قشنگ تره!
در مجموع من چون قبا هواوی y5 داشتم و راضی بودم (با اینکه خیلی ارزون بود، یه سری قابلیت جزئی داشت که گوشیای متوسطی مثل این دو تا ندارن!!)، اینه که y9 prime رو گرفتم و الان فعلا بعد از 1 هفته کار، راضیم (به خصوص از ابعاد صفحه، باتری، روون بودن در هنگاه کار). زیاد با دوربین کار نمیکنم ولی دوربینش هم تو این رمج قیمتی، خوبه. شاید از این کمی بهتر هم پیدا کنید.","کسری شمس رفیعی
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۱۱,۰
75,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",ارزش خرید داره من راضی هستم,"کاربر دیجی‌کالا
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۸,۳
76,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",نسبت به قیمتش خوبه,"محمد امیرکاوه
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۳,۱
77,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",قیمتش تو سه ماه اخیر نزدیک بیست‌و چند درصد کاهش داشته. گوشی‌های شیاومی شاید رو کاغذ کانفیگ بالاتری داشته باشن اما تا وقتی کنار هم دستتون نگرفته باشین وضوح تصویر و... براتون مشخص نمیشه. تو چند تا گزینه هم قیمت برای من بسیار مطلوب تر بود.,"محمد عبدالجباری
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۶,۱
78,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","در این بازه ی قیمتی از جذاب ترین انتخاب های بازار به حساب میره و اگه ظاهر و عملکرد فنی اولویتتون باشه، بهترین انتخابه.
مدل بالاتر این گوشی، y9s هست که هنوز به بازار ایران نیومده، ولی حدودا یک میلیون قیمتش بیشتر خواهد بود.","بهنام کمره
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۵,۲
79,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",سلام. وقت همگی بخیر. این گوشیرو من از دیجی کالا توی شگفت انگیز خریدم. بعد از کلی تحقیق این بهترین گوشی بود از هر نظر. کیفیت همه چیزش عالیه با توجه به قیمتش.,"محسن قاسم زاده
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۳,۱
80,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","نخرید....خیلی بد دسته من نوکیا دارم بهتر از اینه
جالب نیست .","محمدرضا خداوردی
در تاریخ ۱۴ بهمن ۱۳۹۸",۲,۲۶
81,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",کیفیت خوب نسبت به قیمتش,"سیدمرتضی موسوی
در تاریخ ۱۴ بهمن ۱۳۹۸",۱,۴
82,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",از نظر من از خیلی از گوشی های شبیه به خودش و امکاناتی که داره خیلی عالی و خوبه,"عادل هاشمی
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۷,۰
83,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",نمیدونم چرا بعضیا میان اینجا و با ادعا میگن که این گوشی بده !!! من تو میان رده ها اکثر مدلا و برندا رو تست کردم و نمیخوام بگم که این گوشی بهترین هست اما واقعا تو این رنج قیمت حسناش به عیبای خیلی کمش با قدرت میچربه ... تست های سخت افزار و نرم افزار این گوشی و گوشیای دیگه تو سایتای تخصصی و یوتیوب زیاده و با دیدنشون متوجه میشید که این گوشی جز بهترین هاست ... من حتما خریدشو پیشنهاد میکنم و تشکر میکنم از دیجی کالا که واقعا خرید ازش لذت بخشه,"محمدرضا علیزاده
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۱۰,۱
84,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","از خریدم‌خیلی راضیم.
واسه پدرم خریدم.
اگه دو ماه پیش این گوشی بودش ، به جای a50 که واسه خودم خریدم ، همینو میخریدم","محمد ابراهیم خانی
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۵,۰
85,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",گوشی فوق العاده,"ندا قربانی
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۴,۰
86,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","سلام
گوشی خوبیه فقط تنها عیبی که داره تشخیص چهره نداره","سید حمید کارگر
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۵,۰
87,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","عاشقشم خیلی خیلی خوبه دوربین و امکاناتش فوق العادست
برندی مثل سامسونگ فقط پول برند میگیره وگرنه هوآوی خیلییی بهتره","کاربر مهمان
در تاریخ ۱۳ بهمن ۱۳۹۸",۲,۰
88,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",بخرید این محصولو ! بخرید,"علی جمک
در تاریخ ۱۳ بهمن ۱۳۹۸",۴,۰
89,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",عاالی,"غلامرضا زارعی
در تاریخ ۱۳ بهمن ۱۳۹۸",۳,۰
90,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",از نظر من خیلی عالیه با این قیمت بهترین گوشی میان رده...,"سهیل شهریار
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۳,۰
91,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",گوشیه خیلی خوبیه راضیم از همه نظر صفحه بزرگی داره یه نکته خیلی مهم اینه که روی گوشی وهیچ جاش ننوشته فست شارژ اما فست شارژه خیلی سریع شارژ میکنه خیالتون راحت باشه از این نظر وشارژم خوب نگه میداره دوربینش عالیه صدای اسپیکر عالی کیفیت از همه نظر عالی بخری شک نکنید,"کاربر مهمان
در تاریخ ۱۳ بهمن ۱۳۹۸",۶,۱
92,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",تمام قابلیت هاش خوبه و حتما پیشنهاد میکنم,"دانیال داربرین
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۵,۱
93,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",اندازه ی نسبتا بزرگ آن برای کارهای نوشتنی و خواندنی که بیشتر نیاز دارم مناسب است .,"سید یحیی هاشمی نژاد
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۲,۰
94,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",گوشی خیلی خوبیه از خریدش اصلاااا پشیمون نیستم مرسی دیجیکالا پیشنهاد ویژه زدی,"نوید شوربابی
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۵,۰
95,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",هم قیمت مناسبه هم کیفیت عالی,"عسگر سلیمانزاده
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۱,۰
96,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",خیلی گوشی خوبیه در خریدنش هیچ شکی نکنید,"کاربر دیجی‌کالا
در تاریخ ۱۳ بهمن ۱۳۹۸",۱,۰
97,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","گوشی های شیائومی به مراتب خیلی بهتر از هواوی هست،
اول اینکه صفحه نمایش میانرده هاشم اولد میزنه(هواوی جز پرجم دار دیگه اولد نمیزنه).
دوم شیائومی از پردازنده اسنپ دراگون استفاده میکنه که یک پردازنده معتبر و با کیفیت در کلاس جهانی هست.
در مقابل ناگفته نماند هواوی دوربین لایکا رو داره که متاسفانه روی همه گوشی ها استفاده نمیکنه.
همچنین رابط کاربری شیائومی به نظر من بهتر هست. و روی اکثر گوشی هاش کنترلر مادون قرمز رو داره.
با توجه به صفحه های اولد و پردازنده های فوق الاده مقاوم و با کیفیت ارزش شیائومی به مراتب خیلی بالاتر از هواوی است.","عباس درویشی
در تاریخ ۱۳ بهمن ۱۳۹۸",۵,۱۳
98,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",بسیار گوشی خوبیه من ازش خیلی راضی هستم و دو مدل p10 و y9 رو دارم که عالی هستند در خریدش شک نکنید,"محمد طاهر جالیزبان
در تاریخ ۱۲ بهمن ۱۳۹۸",۲,۰
99,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",واقعا عالیه,"عبدالرضا پورده شیخی
در تاریخ ۱۲ بهمن ۱۳۹۸",۰,۱
100,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",واقعا از نظر باتری ضعیف است,"محمود خلج امیری
خریدار
در تاریخ ۱۲ بهمن ۱۳۹۸",۲,۲
101,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","از این بهتر است
ردمی نوت ۸ خیلی خوب است","کاربر دیجی‌کالا
در تاریخ ۱۲ بهمن ۱۳۹۸",۲,۶
102,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",گوشی خوبیه و قیمتش مناسبه و کاراییش هم خوبه من که راضیم,"کاربر دیجی‌کالا
خریدار
در تاریخ ۱۲ بهمن ۱۳۹۸",۸,۱
103,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",منم ی هفته میشه خریدمش قبل خرید هم به هرسایت وفروشگاه اینترنتی سرزدم وبهترین گوشی تواین قیمت و مشخصات همین گوشیه حتما بخرین عالیه,"مهدی زارع
در تاریخ ۱۲ بهمن ۱۳۹۸",۷,۱
104,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",یه ماهه دارمش عالیه راضیم,"سحر زهیری
خریدار
در تاریخ ۱۲ بهمن ۱۳۹۸",۱,۲
105,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",در کل خوبه,"مجید بیات
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۱,۲
106,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",به همه پیشنهاد میکنم ولی تو این رنج قیمت هو آوی p30 lite هم عالیه,"زلیخا داداشی
در تاریخ ۱۱ بهمن ۱۳۹۸",۴,۳
107,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",خوب بود پیشنهاد میکنم,"مهدی حاتمی
در تاریخ ۱۱ بهمن ۱۳۹۸",۰,۲
108,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",من اینو واسه مادرم سفارش دادم خیلی خوب بود یکی هم واسه خودم سفارش میدم خریدش تو این رنج قیمت شک نکنید,"کاربر دیجی‌کالا
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۲,۱
109,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",دوربینش حرف نداره کیفیت صفحه نمایش هم عالی,"امرالله مرادپور
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۲,۱
110,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",با سلام گوشی دو روزه به دستم رسیده فقط اختلاف قیمت 100 تومنی تو رنگها منو مجبور کرد رنگ سبز رو بردارم. گوشی از هر لحاظ خوبه . ولی دوربینش یه ضعفی داره . رنگهارو اصلا طبیعی نشون نمیده. ولی سرعت و کارکرد گوشی راضی کنندست.,"واحد لفظی
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۳,۳
111,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","گوشی میان رده خوبیه واقعا
ارزش خرید داره...","امین زنگنه اینالو
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۲,۱
112,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",گوشی خوبیه اما یکم زمخت و گندست. خیلی ظرافت نداره,"محمدرضا جمالی
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۲,۱۳
113,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",بهترین گوشی توی این رنج قیمت.,"نوید حسین زاده کاشانی
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۱,۲
114,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",گوشی خوبیه ولی با این پول ردمی نوت 8 بهتره هم فست شارژه مادون قرمز و دوربین و ...,"کاربر مهمان
در تاریخ ۱۱ بهمن ۱۳۹۸",۴,۳
115,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","گوشی بسیار عالی و مقرون به صرفه ای هست
وزنش خوبه زیاد نیست
دوربین عالی
فقط چراغ اعلانات نداره اونم فقط بخاطر این که تمام صفحه باشه
تشخیص چهره نداره چون دوربین خراب میشه
خیلی عالی و شیک از p30 و هر گوشی دیگه که بگید یهتره","مهدی مرادزاده
در تاریخ ۱۱ بهمن ۱۳۹۸",۵,۱
116,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",در حد هواوی کم اور ه,"میثم قزلباش
در تاریخ ۱۱ بهمن ۱۳۹۸",۱,۵
117,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",این موبایل مجموعەای متعادل از امکاناته و از رقیبهاش که سامسونگ A30 و A30s و ردمی نوت ۸ و MI A3 شیائومی هستن طراحی به روزتری داره,"فواد مهرورز
در تاریخ ۱۱ بهمن ۱۳۹۸",۵,۱
118,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",سلام.دوستان من این گوشی هم اومد بازار خریدم.خیلی گوشی خوبیه همه جوره.فقط این رو بگم از وقتی ک توی بازار زیاد شد کیفیتش پایین تر زدن چون واقعا من تست کردم کیفیت صحفه نمایش خیلی خیلی داغون زدن.دوستم خرید کنار هم گذاشتیم بخدا زمین تا آسمون فرق داشت کیفیت صحفه خیلی داغون بود.الان بخاطر همین قیمتش خیلی پایین زدن تقریبا قیمت وای9معمولی زدن.من از عراق خریده بودم.,"محمد یوسفی
در تاریخ ۱۱ بهمن ۱۳۹۸",۱,۴
119,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",خیلی تلفن خوبیه چیز پایه ای نیست و کلا از شرکتش راضیم,"طیبه کریمی رونقی
در تاریخ ۱۰ بهمن ۱۳۹۸",۲,۱
120,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","گوشی خوش دست و قشنگیه
به نسبت قیمت ارزش خرید بالایی داره
کیفیت صفحه نمایش و دوربین ها هم مناسبه و بیشتر از مبلغی هست که پرداخت میشه","علیرضا شکوهی
خریدار
در تاریخ ۱۰ بهمن ۱۳۹۸",۳,۰
121,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",گوشیه خوبیه ولی توی این قیمت یه نگاهی هم به انر 8 ایکس بندازین اون به این گوشی سره,"پویا سماواتی
در تاریخ ۱۰ بهمن ۱۳۹۸",۲,۱
122,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",آنر 8 بهتره,"سهراب عسکری
در تاریخ ۱۰ بهمن ۱۳۹۸",۱,۶
123,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰","با تشکر از دیجی کالا از ارسال به موقع و جنس با گارانتی

فقط میخواستم ازتون بخوام با توجه به مبلغ ریالی و حجم خرید اینجانب از سایت دیجی کالا
برای بنده تخفیفات خوب و یا امتیازات ریالی و یا کد تخفیفی در نظر بگیرید
با سپاس","محمدرضا رستمی
خریدار
در تاریخ ۱۰ بهمن ۱۳۹۸",۲,۹
124,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",عالی بود,"مجتبی دوستار
خریدار
در تاریخ ۱۰ بهمن ۱۳۹۸",۳,۲
125,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",با سلام.از دوستانی که استفاده کردند میخواستم بپرسم وضوح صداش چطوره,"محسن بهروز
در تاریخ ۱۰ بهمن ۱۳۹۸",۸,۲
126,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",واقعابااین قیمت معرکه هستش امتیازمن5هستش,"جلیل حیدری
در تاریخ ۱۰ بهمن ۱۳۹۸",۸,۱
127,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",هواوی واقعا عالیه با امکاناتی که داره قیمتش خیلی خوبه,"یعقوب زاروئی
در تاریخ ۱۰ بهمن ۱۳۹۸",۵,۰
128,گوشی موبایل هوآوی مدل Y9 Prime 2019 STK-L21 دو سیم کارت ظرفیت 128 گیگابایت,"۲,۶۴۹,۰۰۰",گوشی خوبیه کیفیت صفحه نمایش خوب دوربین نسبتا خوبی داره با هوش مصنوعی عمل کرد باتری خوبه در مورد اجرای بازی وبرنامه عمل کرد خوبی داره,"Reza Hasanpour
در تاریخ ۱۰ بهمن ۱۳۹۸",۵,۰
