,name,price,comment,data_person,likes,dislikes
10,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","سلام صفحه گوشی ی خورده کوچیکه دوربینش هم میتونست بهتر باشه
به نظر من شیایومی A3 یا نوت 8 خییلی بهتره چون دوربینشون 48 باتری شونم بهتره","کاربر مهمان
در تاریخ ۱۱ بهمن ۱۳۹۸",۴,۱۴
11,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",سلام دوستان .اگه قصد دارید بخرید شک نکنید. خیلی سبک و خوشدسته. ب اندازه خودشم زیبا هست,"علیرضا فرضی
در تاریخ ۸ بهمن ۱۳۹۸",۱۱,۱
12,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",حتما بخرید معرکس,"سینا گلزاده
خریدار
در تاریخ ۷ بهمن ۱۳۹۸",۱۰,۲
13,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","همه چیش خوبه و کارهای روزمرگیتون رو عالی جواب میده گوشی بروزی هست
در مورد باطریش : من همیشه نتم روشنه بلوتوث هم روشنه.حداقل روزی 7 ساعت با اینترنت کار میکنم
(تلگرام،وب، اینستا و....) یک روز رو جواب میده که به خاطر فست شارژ بودنش خوبه
اگه کسی هستی که برات اندازه مهم هست که اذیت نشی بهترین گزینه در میان رده هاست.","mojtaba abdolahzadeh
در تاریخ ۷ بهمن ۱۳۹۸",۷,۴
14,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",عالیه اونایی ک نظر منفی میدن کم لطفی میکنن این گوشی با همچین کیفیت و امکاناتی با این قیمت بنظرم عالیه مخصوصا دوربین سلفی فوق العاده صفحه نمایش با کیفیت اندازه و خوش دست بودن گوشی حافظه داخلیش بنظرم خوبه چون من معمولا فقط برنامه تو خوده گوشی ذخیره میکنم و چیزای شخصی مث عکس و اهنگ و فیلم تو رم شخصی ک هرچقد هم بخوای میتونی ظرفیتش رو ببری بالا,"Reza Khayat
در تاریخ ۷ بهمن ۱۳۹۸",۵,۳
15,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",با سلام این گوشیو برا پدرم خریدم چون گوشی خوش دستی میخواست و خودم ا۵۰ دارم گوشی بسیار با کیفیت و خوبی هست و بسیار خوش دست راحت با یک دست میشه باهاش کار کرد و یه چیز جالب کیفیت صفحه اش از گوشی خودم بیشتره و کمی سرعتش از گوشی من پایینتر هست و از لحاظ باتری هم از گوشی خودم ضعیف تره نه ک جواب نده کاملا جوابگو ۱روز استفاده رو میده!و در مورد اثر انگشتش ک پشت گوشی هست خیییلی بهتر از اثر انگشت گوشی خودم که زیر صفحه هست عمل میکنه و کاملا بدون خطاست و از اثر انگشت گوشی خودم واقعا ناراضی هستم در کل برای کسایی که از بزرگی گوشی های جدیدی بدشون میاد گزینه بسیا مقرون به صرفه و خوبی هست من از سورین سرویس خریدم که داخل سایت باید کد رجیسترو بگیرین و براتون پیامک میکنن و بسیار راضی هستم با تشکر.,"mahdi soltani
خریدار
در تاریخ ۵ بهمن ۱۳۹۸",۱۳,۰
16,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",نسبت ارزش به قیمتش واقعا بالاست. خیلی خوش دسته. واقعا از خریدم راضیم.,"سعید قدیری
خریدار
در تاریخ ۵ بهمن ۱۳۹۸",۸,۱
17,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",گوشی خوب و جمع و جوریه خیلی سبک و خوش دسته . برای کسایی که گوشی کوچیک میخون در حال حاضر تو این رنج قیمت تو تمام برند ها بهترین گزینست,"مسعود ساده میری نژاد
خریدار
در تاریخ ۵ بهمن ۱۳۹۸",۷,۱
18,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",گوشی خواهرم این نمونه ست. خودم وای 9 گرفتم. وقتی گوشیشو گرفتم باش کار کردم واقعا ازش لذت بردم اگه میدونستم اینقدر خوش دست و خوش ظاهره حتما بجای وای 9 اینو میخریدم. توو خریدش شک نکنین.پیشاپیش تبریک میگم بخاطر انتخابتون.,"سید علی هاشمی
در تاریخ ۵ بهمن ۱۳۹۸",۴,۲
19,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",با توجه به تجربه استفاده بنده توی این چند ماه گذشته از این گوشی رو میتونم حلاصه کنم در چند جمله کوتاه... کیفیت دوربین سلفی مناسبی داره اما متاسفانه دوربین اصلی دستگاه عکسهای بی کیفیت و پر نویزی داره که نا امید کننده است اما خود گوشی به لحاظ اندازه بسیار خوش دست هست و کارکردن باهاش حتی با یک دست هم بسیار راحت هست.,"مزدک عباسی
در تاریخ ۳ بهمن ۱۳۹۸",۴,۱
20,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",سلام من 23دی ماه گوشی خریدم رنگ مشکی (هفت رنگ)زیباتره ...طراحی خوش دست شبیه ایفون هست از خرید گوشی فوق العاده راضی ام مهمتر از امکانات گوشی برام خوش دستی مهم بود,"سعید معینی آذر
در تاریخ ۱ بهمن ۱۳۹۸",۴,۰
21,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",من ۴ ماهه که این گوشی و خریدم.بیشتر به خاطر ابعادش که عرضش ۶۹ میلیمتره و تو دست مثل اس۸ و اس۹ هست,"مسعود نیکخو
در تاریخ ۱ بهمن ۱۳۹۸",۵,۱
22,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","خوش دستی و زیبایی، با دیده چنانم کرد
کز دست به خواهد شد پایاب شکیبایی","عباس محمدیان
خریدار
در تاریخ ۱ بهمن ۱۳۹۸",۱۵,۴
23,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",من یه هفتس گرفتمش ولی الان پشت قاب گوشی که دوطرف فشار میدم یه صدای حالت چفت شدن میاد که باعث شده یه مقدار صدا بده قاب پلاستیکیه گوشی که کمی ازار دهندس ولی گفته میشه به خاطر چسبه قاب گوشیه که به خاطر گرما شل شده ولی در کل گوشی خوبه,"کاربر دیجی‌کالا
در تاریخ ۱ بهمن ۱۳۹۸",۰,۲
24,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",قیمت نسبت به امکاناتش عالیه,"mehdi توکلی
در تاریخ ۱ بهمن ۱۳۹۸",۰,۰
25,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","سامسونگ گلگسی A40 یکی از خاص ترین میان رده سامسونگ و دیگر برندها
به خاطر اندازه صفحه نمایش و کیفیت صفحه نمایش و...هست.
من خودم A30 دارم ولی میتونم به جرئت بگم که مثل سری های دیگه A
خز نشده.","محمد منصوری پور
در تاریخ ۳۰ دی ۱۳۹۸",۷,۱
26,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","درود
همونطور که در بندهای ضعف و قدرت این مدل نظرمو گفتم
من آدم بسیار ریز بین و وسواسی هستم نسبت به انتخاب گوشی
من بالای ۱۶۰ ۷۰ گوشی خوب سامسونگ رو داشتم
و دیگه مدلی نبوده ازین برد ک من دستم نگرفته باشم
پیش از این من اس۹ داشتم که یه مشگل کوچیک داشتم اونو فروختم و با پولی ک ازش واسم موندو یکم که گذاشتم روش این مدل رو خریدم که بسیارررر خوش دست و راضی کننده بوده تا به الان واسم صفحش اندازست سرعتش باطری نسبتن خوبش که خدایش اگه نتت رو مداوم روشن نکنی دو روز رو حتما پاسخگو خواهد بود و ایراد بزرگشت ساخت بدنشه که کوچکترین ضربه باعث خلل در دوربین میشه که این اتفاق واسه من و یکی از دوستام که اونم آ۴۰ داشته افتاده
در کل قیمتش هم واسه این گوشی خوبه و پسندیدس
هرچند پول ما بسیار بی ارزشه وگرنه قیمت این گوشی باید ۶۰۰میبود","سجاد عجمی
در تاریخ ۳۰ دی ۱۳۹۸",۶,۴
27,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",من از این گوشی راضیم,"ایدا احمدی
خریدار
در تاریخ ۲۷ دی ۱۳۹۸",۱,۲
28,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",من این گوشیو توصیه میکنم,"مجتبی نوربخش
در تاریخ ۲۷ دی ۱۳۹۸",۰,۰
29,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",کیفت صفحه نمایش واقعا چشم گیر.دوربین سلفی عالی اما دوربین پشت واقعا افتضاح مخصوصا شبها تصاویرو ابی رنگ میگیره,"کاربر مهمان
در تاریخ ۲۷ دی ۱۳۹۸",۴,۰
30,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","من رنگ مشکی این گوشی رو از دیجی کالا خریداری کردم و امروز به دستم رسید
من فقط و فقط به خاطر سایز مناسب این گوشی که 5.9 اینچی هست انتخابش کردم (چیه این گوشی های بزرگ اخه!!!)
کد imei گوشی نشون میداد که مونتاژ فنلاند باشه ولی وقتی جعبه گوشی رو باز کردم متوجه شدم ویتنامی بود (همونی که میخواستم)
در اولین نگاه از صفحه نمایش فوق العاده باکیفیتش حیرت میکنید
خیلی خوش دسته و کار باهاش راحته. مخصوصا برای کسانی که عادت کردن یه دستی با گوشی کار کنن
هیچ لگ یا هنگی وجود نداره و خیلی خیلی روونه
من به خاطر باتری این گوشی مردد بودم که دیگه دل به دریا زدم و سفارش دادم و با کمال تعجب باید بگم باتری فوق العاده قوی داره و با یکو نیم تا دو ساعت کار مداوم تازه شد 90% !!!
این گوشی برای کسانی هست که از گوشی های بزرگی که کمپانی ها امروزه میسازن خوششون نمیاد و یه گوشی کوچکتر و جمو جور تر میخوان بهترین گزینست.","محمد ساعتی
خریدار
در تاریخ ۲۶ دی ۱۳۹۸",۵,۱
31,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",A30s اس بهتر و ارزون تره فقط صفحش مشکله,"Mani Khalili
در تاریخ ۲۵ دی ۱۳۹۸",۰,۱۰
32,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",پردازنده قدرتمندی داره من بدون اینکه مشکل داشته باشم بازی های سنگین مثل آسفالت ۹ و ندفور اسپید رو راحت بازی میکنم . دوربینش کیفیت خوبی داره . خیلی مقاومه و اگه براش گارد ۳۶۰ بگیرید اصلا نگران افتادنش نباشید دیگه . من که ۴ ماهه تقریبا دستمه راضی ام ابعادشم که جمع و جوره تو دست راحت جا میشه . برا خریدش شک کنید مخصوصا سفیدش.,"فاطمه رضایی
در تاریخ ۲۴ دی ۱۳۹۸",۸,۱
33,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","من این گوشیو یک ماهه گرفتم واقعا ازش راضیم
می خواین گلس بندازین از اونایی که حاشیه مشکی داره بگیرین","محمدرضا پورمند
در تاریخ ۲۳ دی ۱۳۹۸",۶,۰
34,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",کیفیت خرابه,"آریا حکیم خانی
در تاریخ ۲۲ دی ۱۳۹۸",۲,۱۹
35,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",گوشی خوبیه خداییش ولی خب هر چی بری بالاتر گرون تر و با کیفیت ترن a40 برا کسایی خوبه ک گوشی کوچیک و با کیفیت و مناسب قیمتی میخوان خوبه,"کاربر دیجی‌کالا
در تاریخ ۲۲ دی ۱۳۹۸",۹,۰
36,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",من این گوشیو از شهر خودم خریدم چون تو دی جی کالا موجود نبود بسیار خوش دست و عالی قبل این A20 داشتم که خیلی بزرگ بود و کیفیتش زیاد جالب هم نبود واسه همین اونو رد کردم و اینو خریدم و بسیار هم از این گوشی راضی هستم هرکسی میخواد بگیره بدون تردید اینو خریداری کنه چون واقعا گوشی های سامسونگ که الان همشون بزرگ هستن اصلا خوش دست نیستن این هم از همه نظر عالیه و کیفیت تصویرش هم خیلی خیلی عالیه,"حمید قنبرزهی
در تاریخ ۲۱ دی ۱۳۹۸",۸,۱
37,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","از نظر کیفیت ساخت، رزولشن صفحه، دوربین،سرعت مخصوصااا باطری ک زود شارژ میشه و دیر خالی و با درنظر گرفتن قیمتش بسیار مناسبه
امکانتش جوابگو نیازاتون هست
اگه تو خریدش شک دارین دو دل نباشین اصلا","Hamed Karimy
در تاریخ ۲۰ دی ۱۳۹۸",۵,۰
38,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",گوشی خوش دستیه، باتریشم خوبه، استفاده معمولی ۲۴ ساعت جواب میده، کیفیت دوربین خوبی داره,"مهدی رجبی
خریدار
در تاریخ ۱۹ دی ۱۳۹۸",۱,۱
39,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",گوشی خیلی خوبیه. البته من برای یکی از دوستانم سفارش دادم و از امکانات و سخت افزاری و دوربینش خوشم اومد. در کل سامسونگ گوشی های خوبی داره.,"مسعود پیمانی
خریدار
در تاریخ ۱۶ دی ۱۳۹۸",۰,۰
40,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","من بخاطر سایزش خریدم و کاملا راضی هستم.
توی این دوره زمونه که همه برندها گوشی های بزرگ تولید میکنن. این یک انتخاب خوبه!","آقای اسلامی
خریدار
در تاریخ ۱۶ دی ۱۳۹۸",۸,۰
41,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",بسیار خوش دست,"مهدی قربانیان
خریدار
در تاریخ ۱۵ دی ۱۳۹۸",۳,۰
42,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",توصیه میکنم این گوشی رو خریداری کنید,"میثم نبی گل
خریدار
در تاریخ ۱۵ دی ۱۳۹۸",۴,۱
43,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","گوشیه خوبیه البته من برای خودم نخریدم ولی تو زمانی که داشتم براش برنامه نصب میکردم و آماده ش میکردم سرعتش خوب بود.
دوربینش هم خوبه البته تو رنج قیمتی خودش
یه نکنه بسیار مثبتی که داره اندازه ش هست. خیلی راحته تو دست. به نظر من بهترین سایز گوشی همینه. من رنگ سفیدش رو گرفتم که زیبا هم بود.
یه نکنه منفی کوچیک داره اونم اینه که زمانی که می خرید زبانش روسی هست. باید یه گوشی دیگه کنار دستتون باشه تا از روی اون بتونید منوی تغییر زبان رو پیدا کنید. البته اگه با اندروید ۹ زیاد کار کرده باشید احتمال پیدا کردنش بدون نیاز به گوشی دیگه زیاده.","محمد علی مشایخی
خریدار
در تاریخ ۱۵ دی ۱۳۹۸",۳,۱
44,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",دوربینش زیاد تعریف نداره,"امید صالحی نسب
خریدار
در تاریخ ۱۴ دی ۱۳۹۸",۰,۳
45,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",حدود۲ماه هست دستمه هیچ مشکلی پیدا نکرده و تحت هرشرایطی جواب گوهستش اصلاتوخریدش شک نکنید.,"مرتضی شفیع خانی
در تاریخ ۱۴ دی ۱۳۹۸",۰,۰
46,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",گوشی عالی هستش حالا که من میخوام بخرم موجود نیست خوش تراش و کیفیت خوبی دارد خیلی خیلی سر تر از a50 هستش برید a40 بخرید پشیمون نمیشید,"سعید خوش نمکیان
در تاریخ ۱۴ دی ۱۳۹۸",۶,۲
47,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",خیلی خوشگله چیه این گوشیهایه بزرگ,"مهرداد نیکخواه
خریدار
در تاریخ ۱۳ دی ۱۳۹۸",۵,۰
48,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","گوشی عالی من خودم حدود 3 ماه دارم ازش استفاده میکنم خیلی خوب هیچ مشکلی نداره و خوش دست و از هر نظر عالی
فقط اگه ضد آب بود بهتر می شد اونم مشکل جدی نیست","کاربر مهمان
در تاریخ ۱۲ دی ۱۳۹۸",۰,۱
49,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",من قبل از این گوشی ال جی داشتم فوق العاده بود بعدش J5 pro گرفتم که اونم بد نبود فقط ال سی دیش افتضاح بود دوبار شکست! بعدش این A40 رو برام هدیه خریدن دو هفته ست دستمه اندازه ی عالیه ولی چند تا معایب داره یکی اینکه به نسبت گوشی قبلیم خیلی تند باتری خالی میکنه روزی 3 بار میزنم به شارژ! یکی اینکه نور صفحه در کمترین حالت بازم زیاده! صداش هم همینطور زیاد کم نمیشه ولی در کل گوشی بدی نیست بدون هنگ بدون ایراد و سرعت مناسب,"Fateme Darvishi
در تاریخ ۱۱ دی ۱۳۹۸",۱,۱۰
50,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",به نظر من خیلی گوشی خوبی است از نظر قیمت نسبت به A50,"کاربر دیجی‌کالا
در تاریخ ۱۰ دی ۱۳۹۸",۴,۰
51,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",من قبل از این، گوشی آیفون اس ای داشتم و بعد به تجربه این گوشی رسیدم.... ولی باید بگم کاملا من را در این مدت کوتاه راضی کرده... در کل باید بگم خیلی خوبه با توجه به قیمتش,"کاربر دیجی‌کالا
خریدار
در تاریخ ۱۰ دی ۱۳۹۸",۶,۰
52,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰","گوشیها بدی نیس خوبه ولی باطری ضعیفه
با استفاده خیلی معمولی یه روز دوام میاره،
ولی با استفاده یه کم سنگین زود خالی میکنه


نمیدونم چرا سامسونگ با این سابقه طولانی از شیاومی کم میاره .

بعضی از دوستان یه جوری میگن از دیدن این گوشی حیرت زده شدیم که انگار .....
گوشی با توجه به قیمتش ارزش خرید نداره

صفحه امداد این رو با یه گوشی ارزان قیمت مقایسه کردم زیادم مالی نیس که دوستان میگن . تفاوت اندکه","کاربر دیجی‌کالا
در تاریخ ۱۰ دی ۱۳۹۸",۴,۵
53,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",بازار ارزون تره گیرتون میاد البته فقط این مدل رو دیجی کالا گرون میده بقیه قیمتاش خوبه,"ایمان طهان زاده
در تاریخ ۹ دی ۱۳۹۸",۴,۰
54,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",A30 معمولی بخرین خیلی بهتره,"کاربر مهمان
در تاریخ ۹ دی ۱۳۹۸",۱,۵
55,گوشی موبایل سامسونگ مدل Galaxy A40 SM-A405FN/DS دو سیم‌کارت ظرفیت 64 گیگابایت,"۲,۷۹۹,۰۰۰",اگه سایز براتون مهم نیست برید سراغ گزینه های بهتر,"علیرضا فریدی
در تاریخ ۸ دی ۱۳۹۸",۱,۱
